date,total_cases,new_cases,new_deaths,icu_patients,hosp_patients,total_vaccinations,new_vaccinations
2022-02-12,3203282.0,9844.0,109.0,820.0,6861.0,79783888.0,82964.0
2022-02-13,3206897.0,3615.0,31.0,813.0,6945.0,79853280.0,69392.0
2022-02-14,3219086.0,12189.0,102.0,779.0,6767.0,79920095.0,66815.0
2022-02-15,3225542.0,6456.0,102.0,754.0,6547.0,80074659.0,154564.0
2022-02-16,3233298.0,7756.0,113.0,734.0,6347.0,80161597.0,86938.0
2022-02-17,3240493.0,7195.0,89.0,727.0,6149.0,80255393.0,93796.0
2022-02-18,3247240.0,6747.0,79.0,697.0,5939.0,80338798.0,83405.0
2022-02-19,3250784.0,3544.0,16.0,661.0,5795.0,80399443.0,60645.0
2022-02-20,3253232.0,2448.0,29.0,647.0,5823.0,80452340.0,52897.0
2022-02-21,3256889.0,3657.0,20.0,638.0,5765.0,80482255.0,29915.0
2022-02-22,3264880.0,7991.0,97.0,626.0,5629.0,80617865.0,135610.0
2022-02-23,3274692.0,9812.0,96.0,624.0,5579.0,80684862.0,66997.0
2022-02-24,3280453.0,5761.0,77.0,600.0,5259.0,80746882.0,62020.0
2022-02-25,3289085.0,8632.0,141.0,566.0,5051.0,80811337.0,64455.0
2022-02-26,3290897.0,1812.0,34.0,554.0,4892.0,80856070.0,44733.0
2022-02-27,3294481.0,3584.0,29.0,539.0,4863.0,80899819.0,43749.0
2022-02-28,3302400.0,7919.0,58.0,543.0,4764.0,81240344.0,340525.0
2022-03-01,3307510.0,5110.0,36.0,531.0,4615.0,81283247.0,42903.0
2022-03-02,3313423.0,5913.0,96.0,520.0,4587.0,81316875.0,33628.0
2022-03-03,3321778.0,8355.0,72.0,510.0,4511.0,81357599.0,40724.0
2022-03-04,3331281.0,9503.0,111.0,483.0,4367.0,81413759.0,56160.0
2022-03-05,3334478.0,3197.0,44.0,476.0,4261.0,81442547.0,28788.0
2022-03-06,3337091.0,2613.0,30.0,478.0,4299.0,81470475.0,27928.0
2022-03-07,3345546.0,8455.0,57.0,475.0,4295.0,81514437.0,43962.0
2022-03-08,3349699.0,4153.0,55.0,462.0,4165.0,81535361.0,20924.0
2022-03-09,3356440.0,6741.0,63.0,459.0,4196.0,81565480.0,30119.0
2022-03-10,3362047.0,5607.0,53.0,437.0,4024.0,81600357.0,34877.0
2022-03-11,3370105.0,8058.0,0.0,424.0,3919.0,81632275.0,31918.0
2022-03-12,3371929.0,1824.0,34.0,416.0,3814.0,81657327.0,25052.0
2022-03-13,3373322.0,1393.0,14.0,408.0,3815.0,81682578.0,25251.0
2022-03-14,3377844.0,4522.0,44.0,411.0,3838.0,81722559.0,39981.0
2022-03-15,3386875.0,9031.0,46.0,385.0,3792.0,81749857.0,27298.0
2022-03-16,3392165.0,5290.0,38.0,380.0,3704.0,81777863.0,28006.0
2022-03-17,3396364.0,4199.0,45.0,355.0,3645.0,81807663.0,29800.0
2022-03-18,3399704.0,3340.0,60.0,339.0,3601.0,81836706.0,29043.0
2022-03-19,3402711.0,3007.0,23.0,335.0,3581.0,81859131.0,22425.0
2022-03-20,3404964.0,2253.0,11.0,344.0,3650.0,81892792.0,33661.0
2022-03-21,3413117.0,8153.0,40.0,343.0,3691.0,81920252.0,27460.0
2022-03-22,3422583.0,9466.0,33.0,346.0,3705.0,81941771.0,21519.0
2022-03-23,3429407.0,6824.0,41.0,346.0,3713.0,81976083.0,34312.0
2022-03-24,3436460.0,7053.0,72.0,349.0,3753.0,81998352.0,22269.0
2022-03-25,3445404.0,8944.0,49.0,338.0,3716.0,82023172.0,24820.0
2022-03-26,3449778.0,4374.0,28.0,339.0,3839.0,82043808.0,20636.0
2022-03-27,3453432.0,3654.0,9.0,343.0,3925.0,82066794.0,22986.0
2022-03-28,3459582.0,6150.0,20.0,355.0,3939.0,82091375.0,24581.0
2022-03-29,3470143.0,10561.0,35.0,345.0,4054.0,82108557.0,17182.0
2022-03-30,3481119.0,10976.0,60.0,335.0,4067.0,82150509.0,41952.0
2022-03-31,3489910.0,8791.0,42.0,320.0,4201.0,82200646.0,50137.0
2022-04-01,3502380.0,12470.0,69.0,318.0,4267.0,82236389.0,35743.0
2022-04-02,3509394.0,7014.0,33.0,326.0,4369.0,82265892.0,29503.0
2022-04-03,3511975.0,2581.0,17.0,324.0,4616.0,82295372.0,29480.0
2022-04-04,3512535.0,560.0,13.0,344.0,4786.0,82308457.0,13085.0
2022-04-05,3521439.0,8904.0,43.0,337.0,4921.0,82331416.0,22959.0
2022-04-06,3530991.0,9552.0,75.0,339.0,4922.0,82377670.0,46254.0
2022-04-07,3537010.0,6019.0,57.0,353.0,5171.0,82429836.0,52166.0
2022-04-08,3537010.0,0.0,10.0,359.0,5159.0,82489717.0,59881.0
2022-04-09,3552577.0,15567.0,83.0,369.0,5331.0,82553628.0,63911.0
2022-04-10,3552577.0,0.0,15.0,370.0,5553.0,82610307.0,56679.0
2022-04-11,3552709.0,132.0,3.0,381.0,5665.0,82636549.0,26242.0
2022-04-12,3552709.0,0.0,4.0,396.0,5882.0,82694153.0,57604.0
2022-04-13,3616387.0,63678.0,140.0,400.0,5886.0,82791206.0,97053.0
2022-04-14,3635332.0,18945.0,130.0,393.0,6102.0,82877032.0,85826.0
2022-04-15,3627286.0,0.0,40.0,418.0,6156.0,82967677.0,90645.0
2022-04-16,3643973.0,16687.0,39.0,426.0,6206.0,83009859.0,42182.0
2022-04-17,3645911.0,1938.0,22.0,419.0,6393.0,83058885.0,49026.0
2022-04-18,3657885.0,11974.0,13.0,433.0,6601.0,83065817.0,6932.0
2022-04-19,3665778.0,7893.0,25.0,429.0,6638.0,83105052.0,39235.0
2022-04-20,3679211.0,13433.0,105.0,425.0,6597.0,83222788.0,117736.0
2022-04-21,3689726.0,10515.0,121.0,403.0,6683.0,83443290.0,220502.0
2022-04-22,3707016.0,17290.0,95.0,407.0,6646.0,83521683.0,78393.0
2022-04-23,3711767.0,4751.0,58.0,430.0,6662.0,83596095.0,74412.0
2022-04-24,3716424.0,4657.0,26.0,427.0,6765.0,83646348.0,50253.0
2022-04-25,3720307.0,3883.0,15.0,428.0,6867.0,83668600.0,22252.0
2022-04-26,3727897.0,7590.0,46.0,418.0,6785.0,83720468.0,51868.0
2022-04-27,3740982.0,13085.0,114.0,429.0,6803.0,83820034.0,99566.0
2022-04-28,3749479.0,8497.0,137.0,422.0,6769.0,83937844.0,117810.0
2022-04-29,3761708.0,12229.0,84.0,395.0,6620.0,84004794.0,66950.0
2022-04-30,3765164.0,3456.0,36.0,383.0,6540.0,84066328.0,61534.0
2022-05-01,3767783.0,2619.0,23.0,414.0,6635.0,84106133.0,39805.0
2022-05-02,3770449.0,2666.0,5.0,400.0,6699.0,84120111.0,13978.0
2022-05-03,3776005.0,5556.0,44.0,400.0,6646.0,84158921.0,38810.0
2022-05-04,3786803.0,10798.0,146.0,401.0,6670.0,84251013.0,92092.0
2022-05-05,3793942.0,7139.0,159.0,379.0,6451.0,84361304.0,110291.0
2022-05-06,3802912.0,8970.0,75.0,368.0,6296.0,84418077.0,56773.0
2022-05-07,3805370.0,2458.0,55.0,357.0,6102.0,84471986.0,53909.0
2022-05-08,3807514.0,2144.0,12.0,347.0,6199.0,84509118.0,37132.0
2022-05-09,3809685.0,2171.0,4.0,336.0,6185.0,84523101.0,13983.0
2022-05-10,3814073.0,4388.0,55.0,320.0,6013.0,84559800.0,36699.0
2022-05-11,3822281.0,8208.0,135.0,324.0,6027.0,84640451.0,80651.0
2022-05-12,3827766.0,5485.0,155.0,318.0,5843.0,84713309.0,72858.0
2022-05-13,3835537.0,7771.0,85.0,303.0,5572.0,84737821.0,24512.0
2022-05-14,3836335.0,798.0,31.0,300.0,5469.0,84782244.0,44423.0
2022-05-15,3836969.0,634.0,10.0,313.0,5542.0,84824174.0,41930.0
2022-05-16,3837943.0,974.0,7.0,315.0,5509.0,84829565.0,5391.0
2022-05-17,3844271.0,6328.0,25.0,313.0,5427.0,84886032.0,56467.0
2022-05-18,3850312.0,6041.0,97.0,311.0,5394.0,84956794.0,70762.0
2022-05-19,3854742.0,4430.0,195.0,313.0,5174.0,85100712.0,143918.0
2022-05-20,3860575.0,5833.0,82.0,305.0,4730.0,85138439.0,37727.0
2022-05-21,3861958.0,1383.0,24.0,294.0,4804.0,85173394.0,34955.0
2022-05-22,3863053.0,1095.0,7.0,286.0,4773.0,85194431.0,21037.0
2022-05-23,3863389.0,336.0,2.0,281.0,4790.0,85197697.0,3266.0
2022-05-24,3865444.0,2055.0,4.0,286.0,4725.0,85211597.0,13900.0
2022-05-25,3869993.0,4549.0,93.0,282.0,4699.0,85264939.0,53342.0
2022-05-26,3873780.0,3787.0,123.0,263.0,4448.0,85361080.0,96141.0
2022-05-27,3879050.0,5270.0,50.0,240.0,4259.0,85393159.0,32079.0
2022-05-28,3880240.0,1190.0,24.0,236.0,4132.0,85422600.0,29441.0
2022-05-29,3881220.0,980.0,3.0,237.0,4192.0,85443492.0,20892.0
2022-05-30,3882134.0,914.0,1.0,235.0,4133.0,85452059.0,8567.0
2022-05-31,3884160.0,2026.0,23.0,221.0,3905.0,85472419.0,20360.0
2022-06-01,3888672.0,4512.0,85.0,218.0,3869.0,85518572.0,46153.0
2022-06-02,3891759.0,3087.0,140.0,211.0,3759.0,85602537.0,83965.0
2022-06-03,3895259.0,3500.0,28.0,195.0,3604.0,85624820.0,22283.0
2022-06-04,3896919.0,1660.0,21.0,188.0,3519.0,85644848.0,20028.0
2022-06-05,3897791.0,872.0,6.0,193.0,3493.0,85662797.0,17949.0
2022-06-06,3898661.0,870.0,2.0,190.0,3481.0,85668786.0,5989.0
2022-06-07,3901597.0,2936.0,10.0,181.0,3396.0,85685680.0,16894.0
2022-06-08,3905339.0,3742.0,35.0,184.0,3382.0,85717264.0,31584.0
2022-06-09,3907653.0,2314.0,104.0,167.0,3319.0,85805103.0,87839.0
2022-06-10,3912417.0,4764.0,58.0,166.0,3269.0,85826396.0,21293.0
2022-06-11,3916335.0,3918.0,5.0,160.0,3260.0,85845856.0,19460.0
2022-06-12,3917756.0,1421.0,4.0,158.0,3263.0,85859393.0,13537.0
2022-06-13,3918616.0,860.0,1.0,170.0,3269.0,85865019.0,5626.0
2022-06-14,3921033.0,2417.0,12.0,157.0,3121.0,85880659.0,15640.0
2022-06-15,3923353.0,2320.0,50.0,160.0,3112.0,85914126.0,33467.0
2022-06-16,3926127.0,2774.0,94.0,151.0,3094.0,85994239.0,80113.0
2022-06-17,3927884.0,1757.0,6.0,152.0,3005.0,86011775.0,17536.0
2022-06-18,3931364.0,3480.0,21.0,144.0,2996.0,86029705.0,17930.0
2022-06-19,3931364.0,0.0,4.0,153.0,3047.0,86042203.0,12498.0
2022-06-20,3932637.0,1273.0,3.0,164.0,3107.0,86048427.0,6224.0
2022-06-21,3935067.0,2430.0,10.0,162.0,3127.0,86063069.0,14642.0
2022-06-22,3938040.0,2973.0,26.0,160.0,3115.0,86092018.0,28949.0
2022-06-23,3942808.0,4768.0,64.0,162.0,3090.0,86173422.0,81404.0
2022-06-24,3945083.0,2275.0,8.0,151.0,3030.0,86197486.0,24064.0
2022-06-25,3948562.0,3479.0,19.0,149.0,3017.0,86212881.0,15395.0
2022-06-26,3949244.0,682.0,3.0,158.0,3032.0,86224926.0,12045.0
2022-06-27,3950117.0,873.0,0.0,162.0,3186.0,86229670.0,4744.0
2022-06-28,3953552.0,3435.0,12.0,163.0,3243.0,86243700.0,14030.0
2022-06-29,3956171.0,2619.0,37.0,163.0,3247.0,86262333.0,18633.0
2022-06-30,3962334.0,6163.0,65.0,174.0,3178.0,86285286.0,22953.0
2022-07-01,3963763.0,1429.0,16.0,162.0,3223.0,86307371.0,22085.0
2022-07-02,3967805.0,4042.0,14.0,162.0,3248.0,86310020.0,2649.0
2022-07-03,3968731.0,926.0,1.0,166.0,3313.0,86322172.0,12152.0
2022-07-04,3969063.0,332.0,0.0,178.0,3518.0,86327299.0,5127.0
2022-07-05,3975062.0,5999.0,23.0,184.0,3577.0,86344188.0,16889.0
2022-07-06,3976097.0,1035.0,39.0,185.0,3595.0,86389174.0,44986.0
2022-07-07,3984864.0,8767.0,70.0,196.0,3698.0,86493313.0,104139.0
2022-07-08,3988430.0,3566.0,25.0,196.0,3802.0,86511407.0,18094.0
2022-07-09,3989890.0,1460.0,10.0,207.0,3831.0,86552454.0,41047.0
2022-07-10,3990961.0,1071.0,6.0,204.0,3873.0,86572894.0,20440.0
2022-07-11,3991994.0,1033.0,7.0,210.0,4079.0,86581198.0,8304.0
2022-07-12,3995331.0,3337.0,5.0,219.0,4221.0,86602259.0,21061.0
2022-07-13,4000304.0,4973.0,44.0,214.0,4218.0,86689156.0,86897.0
2022-07-14,4018403.0,18099.0,66.0,209.0,4466.0,86719654.0,30498.0
2022-07-15,4024060.0,5657.0,50.0,198.0,4452.0,86764797.0,45143.0
2022-07-16,4026044.0,1984.0,28.0,190.0,4480.0,86809232.0,44435.0
2022-07-17,4026044.0,0.0,8.0,200.0,4631.0,86845316.0,36084.0
2022-07-18,4026069.0,25.0,0.0,225.0,4804.0,86860376.0,15060.0
2022-07-19,4036848.0,10779.0,50.0,236.0,5063.0,86897908.0,37532.0
2022-07-20,4040958.0,4110.0,52.0,234.0,5054.0,86966932.0,69024.0
2022-07-21,4051382.0,10424.0,70.0,231.0,5064.0,87062149.0,95217.0
2022-07-22,4059876.0,8494.0,132.0,240.0,4924.0,87114587.0,52438.0
2022-07-23,4061530.0,1654.0,15.0,244.0,4926.0,87165220.0,50633.0
2022-07-24,4062808.0,1278.0,8.0,245.0,5118.0,87198207.0,32987.0
2022-07-25,4064084.0,1276.0,4.0,253.0,5192.0,87214618.0,16411.0
2022-07-26,4071469.0,7385.0,44.0,271.0,5360.0,87248306.0,33688.0
2022-07-27,4074977.0,3508.0,38.0,268.0,5341.0,87464598.0,216292.0
2022-07-28,4084973.0,9996.0,128.0,279.0,5311.0,87550509.0,85911.0
2022-07-29,4090442.0,5469.0,32.0,281.0,5152.0,87581174.0,30665.0
2022-07-30,4091778.0,1336.0,12.0,281.0,5121.0,87589077.0,7903.0
2022-07-31,4092722.0,944.0,2.0,297.0,5109.0,87608200.0,19123.0
2022-08-01,4093713.0,991.0,0.0,287.0,5227.0,87695625.0,87425.0
2022-08-02,4099374.0,5661.0,18.0,295.0,5303.0,87712042.0,16417.0
2022-08-03,4102536.0,3162.0,31.0,296.0,5354.0,87748060.0,36018.0
2022-08-04,4094621.0,0.0,66.0,271.0,5106.0,87821303.0,73243.0
2022-08-05,4115965.0,21344.0,76.0,260.0,5053.0,87849440.0,28137.0
2022-08-06,4117035.0,1070.0,12.0,260.0,4983.0,87878452.0,29012.0
2022-08-07,4117788.0,753.0,4.0,262.0,5048.0,87901269.0,22817.0
2022-08-08,4118564.0,776.0,5.0,270.0,5011.0,87916862.0,15593.0
2022-08-09,4120585.0,2021.0,25.0,258.0,5170.0,87947738.0,30876.0
2022-08-10,4123562.0,2977.0,40.0,258.0,5176.0,88018442.0,70704.0
2022-08-11,4136552.0,12990.0,180.0,255.0,5051.0,0.0,0.0
2022-08-12,4141368.0,4816.0,32.0,260.0,4960.0,88059852.0,0.0
2022-08-13,4141368.0,0.0,0.0,253.0,4987.0,88086269.0,26417.0
2022-08-14,4141368.0,0.0,0.0,250.0,5041.0,88106624.0,20355.0
2022-08-15,4141368.0,0.0,0.0,241.0,5042.0,88113708.0,7084.0
2022-08-16,4148442.0,7074.0,58.0,238.0,5131.0,88137886.0,24178.0
2022-08-17,4151317.0,2875.0,41.0,241.0,5124.0,88261126.0,123240.0
2022-08-18,4160497.0,9180.0,119.0,241.0,5087.0,88338827.0,77701.0
2022-08-19,4166257.0,5760.0,82.0,240.0,5030.0,88386848.0,48021.0
2022-08-20,4167111.0,854.0,15.0,243.0,5016.0,88420782.0,33934.0
2022-08-21,4167732.0,621.0,0.0,248.0,5089.0,88439369.0,18587.0
2022-08-22,4168380.0,648.0,1.0,250.0,5053.0,88452043.0,12674.0
2022-08-23,4171952.0,3572.0,21.0,257.0,5167.0,88481436.0,29393.0
2022-08-24,4175729.0,3777.0,82.0,258.0,5173.0,88548404.0,66968.0
2022-08-25,4183162.0,7433.0,144.0,243.0,4961.0,88587345.0,38941.0
2022-08-26,4187139.0,3977.0,46.0,243.0,4894.0,88625611.0,38266.0
2022-08-27,4187887.0,748.0,9.0,255.0,4845.0,88638500.0,12889.0
2022-08-28,4188437.0,550.0,1.0,254.0,4910.0,88646603.0,8103.0
2022-08-29,4188917.0,480.0,0.0,266.0,4873.0,88691152.0,44549.0
2022-08-30,4192880.0,3963.0,53.0,242.0,4811.0,88716496.0,25344.0
2022-08-31,4194892.0,2012.0,53.0,238.0,4809.0,88779159.0,62663.0
2022-09-01,4204312.0,9420.0,152.0,216.0,4671.0,88856588.0,77429.0
2022-09-02,4207961.0,3649.0,43.0,205.0,4520.0,88890266.0,33678.0
2022-09-03,4208622.0,661.0,4.0,204.0,4519.0,88905621.0,15355.0
2022-09-04,4209096.0,474.0,5.0,200.0,4573.0,88914457.0,8836.0
2022-09-05,4209542.0,446.0,1.0,213.0,4477.0,88945621.0,31164.0
2022-09-06,4212439.0,2897.0,9.0,211.0,4590.0,88951235.0,5614.0
2022-09-07,4214431.0,1992.0,55.0,212.0,4593.0,89002967.0,51732.0
2022-09-08,4221439.0,7008.0,111.0,202.0,4520.0,89053944.0,50977.0
2022-09-09,4224759.0,3320.0,54.0,198.0,4413.0,89081959.0,28015.0
2022-09-10,4225396.0,637.0,8.0,200.0,4368.0,89093264.0,11305.0
2022-09-11,4225396.0,0.0,0.0,199.0,4396.0,89102669.0,9405.0
2022-09-12,4226515.0,1119.0,4.0,201.0,4456.0,89150310.0,47641.0
2022-09-13,4229986.0,3471.0,35.0,213.0,4449.0,89173311.0,23001.0
2022-09-14,4231064.0,1078.0,16.0,212.0,4455.0,89229784.0,56473.0
2022-09-15,4239075.0,8011.0,257.0,216.0,4409.0,89294848.0,65064.0
2022-09-16,4244008.0,4933.0,77.0,214.0,4320.0,89339163.0,44315.0
2022-09-17,4244622.0,614.0,7.0,208.0,4265.0,89356762.0,17599.0
2022-09-18,4245082.0,460.0,8.0,214.0,4306.0,89368494.0,11732.0
2022-09-19,4245666.0,584.0,1.0,216.0,4399.0,89419491.0,50997.0
2022-09-20,4249798.0,4132.0,21.0,217.0,4438.0,89449468.0,29977.0
2022-09-21,4251898.0,2100.0,34.0,217.0,4437.0,89507629.0,58161.0
2022-09-22,4259383.0,7485.0,114.0,208.0,4435.0,89607170.0,99541.0
2022-09-23,4262446.0,3063.0,37.0,202.0,4457.0,89655427.0,48257.0
2022-09-24,4263179.0,733.0,15.0,208.0,4462.0,89677549.0,22122.0
2022-09-25,4263800.0,621.0,1.0,208.0,4470.0,89688932.0,11383.0
2022-09-26,4264425.0,625.0,2.0,219.0,4557.0,89745122.0,56190.0
2022-09-27,4267612.0,3187.0,27.0,224.0,4791.0,89798327.0,53205.0
2022-09-28,4270276.0,2664.0,41.0,222.0,4776.0,89912438.0,114111.0
2022-09-29,4278430.0,8154.0,103.0,242.0,4929.0,90108818.0,196380.0
2022-09-30,4279316.0,886.0,14.0,239.0,4874.0,90181416.0,72598.0
2022-10-01,4280161.0,845.0,9.0,233.0,4826.0,90216065.0,34649.0
2022-10-02,4280759.0,598.0,4.0,227.0,4859.0,90240649.0,24584.0
2022-10-03,4283165.0,2406.0,21.0,229.0,5070.0,90301621.0,60972.0
2022-10-04,4287508.0,4343.0,31.0,228.0,5163.0,90344883.0,43262.0
2022-10-05,4288593.0,1085.0,0.0,235.0,5168.0,90404968.0,60085.0
2022-10-06,4297151.0,8558.0,120.0,224.0,5269.0,90601138.0,196170.0
2022-10-07,4300442.0,3291.0,34.0,226.0,4827.0,90665634.0,64496.0
2022-10-08,4301375.0,933.0,6.0,224.0,5190.0,90704073.0,38439.0
2022-10-09,4302006.0,631.0,2.0,216.0,5219.0,90723141.0,19068.0
2022-10-10,4302719.0,713.0,1.0,235.0,5373.0,90774357.0,51216.0
2022-10-11,4306156.0,3437.0,13.0,0.0,0.0,90785018.0,10661.0
2022-10-12,4309992.0,3836.0,62.0,0.0,0.0,90914556.0,129538.0
2022-10-13,4319103.0,9111.0,109.0,0.0,0.0,91129101.0,214545.0
2022-10-14,4324361.0,5258.0,95.0,0.0,0.0,91155422.0,26321.0
2022-10-15,4325384.0,1023.0,8.0,0.0,0.0,0.0,0.0
